idade;sexo;p41aa;p41ab;p41ad;p41ae;p41af;p41ag;p41ah;p41ai;p41aj;p41ak;p41al;p41am;p41an;p41ao;p41ap;p42a;p42b;p42d;p42e;p42f;p42g;p42h;p42i;p42j;p42k;p42l;p42m;p42n;p42o;p42p;p43a;p43b;p43d;p43f;p43g;p43h;p43i;p43j;p43k;p43l;p43m;p43n;p43o;p43p;cor;carro;empreg;maqlav;dvd;banhe;gelad;freezer;comput;lavlou;microon;motocic;secadora;agua;rua;escola;renda;RCLASSE2;INV1p45a;INV1p45b;INV1p45c;INV1p45d;INV1p45e;INV1p45f;INV1p45g;INV1p45h;INV1p45i;INV1p45j;INV1p45k;INV1p45l;INV1p45m;INV1p45n;INV1p45o;INV1p45p;INV1p45q
38;2;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;0;10;0;1;0;0;10;10;5;0;0;10;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;2;1;1;96;1;96;1;96;96;1;1;2;1;4;4;2;4;1;2;4;3;5;2;5;5;6;2;4;2;5;5
69;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;96;1;96;2;1;1;96;96;1;96;96;1;1;3;3;4;4;2;5;3;2;5;5;5;5;5;1;5;2;1;5;5;3
17;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;2;10;8;0;8;10;10;10;10;9;4;10;10;6;2;2;2;2;2;2;2;1;2;2;2;2;1;2;3;96;96;1;96;2;1;96;96;96;96;1;96;2;2;4;1;6;4;2;5;4;5;5;4;5;4;5;2;6;1;5;4;4;4
18;2;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;4;0;0;0;0;0;0;0;0;0;1;2;0;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;96;96;1;1;1;1;96;96;96;96;96;96;1;2;4;1;6;4;4;6;1;1;4;6;6;3;1;3;6;3;6;4;1;1
18;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;7;5;5;5;5;0;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;96;96;1;1;2;1;96;1;96;1;96;96;1;1;5;3;4;4;1;5;4;4;6;4;4;5;5;4;4;2;6;3;4;2
33;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;8;5;5;5;7;5;5;7;5;6;7;7;5;6;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;1;1;96;96;1;1;5;1;4;4;3;5;4;2;5;4;4;4;3;4;2;5;5;3;4;4
45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;6;5;5;4;8;4;6;5;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;5;4;2;4;4;4;5;5;5;3;3;5;4;3;5;4;4;3;4;3
30;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;3;0;2;0;0;3;1;1;0;0;2;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;96;2;1;1;2;96;1;96;96;1;1;6;1;3;4;4;5;2;2;5;5;5;2;5;2;5;1;2;2;6;2
37;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;5;5;10;10;0;0;5;5;0;10;5;5;0;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;1;1;1;1;96;96;96;96;96;1;1;6;2;5;4;2;4;5;2;5;4;5;2;4;4;5;2;4;4;4;2
17;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;4;2;1;2;2;96;1;1;1;1;98;6;1;2;4;4;6;1;1;3;6;6;1;6;1;1;1;1;1;1;1
23;2;1;2;1;2;2;1;2;1;2;1;1;1;2;2;1;2;5;2;2;5;4;3;4;5;6;6;5;4;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;3;3;1;2;3;2;1;1;1;1;1;6;97;1;4;3;4;3;1;5;6;5;3;4;4;3;4;4;3;2;6
26;2;1;2;2;1;2;2;1;1;2;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;10;0;10;10;2;2;2;2;2;2;2;2;2;2;1;2;1;1;3;96;96;96;1;1;1;1;2;96;1;96;96;1;1;6;1;4;4;2;5;4;5;5;6;6;4;6;3;6;4;5;2;5;5
23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;2;5;5;2;5;5;7;4;3;10;6;0;8;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;1;2;3;2;1;1;96;1;96;96;1;1;6;3;1;4;2;4;2;4;4;4;6;4;4;4;6;1;4;4;4;2
27;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;0;0;2;2;3;3;0;0;2;2;0;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;2;1;1;3;96;1;96;96;1;1;7;1;2;4;3;5;2;3;5;2;5;3;4;2;4;2;3;4;5;2
29;1;2;1;1;1;2;1;2;2;2;2;2;1;2;2;2;0;5;0;5;5;5;0;5;5;5;5;5;5;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;1;4;3;1;1;3;1;1;1;1;1;1;7;3;1;4;4;4;5;4;5;5;4;4;4;4;6;3;2;2;5;6
25;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;6;5;1;6;2;5;0;2;7;1;1;6;3;2;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;96;96;1;1;1;1;96;96;96;96;1;1;7;1;4;4;2;5;1;1;4;1;3;3;3;5;5;2;3;3;3;3
33;2;1;1;2;1;2;2;1;1;1;2;2;1;1;1;1;10;10;0;10;0;0;10;10;9;0;0;10;10;9;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;1;2;1;1;1;96;1;1;7;3;2;4;2;4;1;1;4;6;5;6;4;4;6;1;4;4;4;4
18;2;1;1;2;2;1;1;1;1;1;2;2;1;1;1;1;2;4;5;6;4;6;5;4;0;0;0;4;5;10;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;96;96;1;1;1;1;96;3;96;96;96;96;1;1;4;1;4;5;4;3;5;1;3;4;4;4;4;5;5;1;5;1;3;1
35;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;10;10;3;10;10;10;10;5;5;5;3;5;3;10;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;96;1;96;96;96;96;1;1;5;97;4;5;3;4;2;2;4;6;5;2;3;4;5;2;5;3;2;2
33;2;1;1;2;2;1;1;1;1;1;2;2;1;1;1;2;4;4;0;1;3;4;5;4;4;0;0;4;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;1;1;96;1;1;96;1;1;5;2;3;5;3;4;4;3;4;3;5;3;4;4;6;1;4;2;2;3
20;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;0;1;1;1;10;2;4;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;96;96;1;1;1;1;1;1;96;1;96;96;1;2;6;1;5;5;2;4;1;1;5;2;5;5;5;2;5;1;2;4;4;1
26;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;10;10;0;5;0;0;5;0;0;0;0;5;5;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;96;1;2;1;1;1;3;96;1;1;96;1;1;6;1;2;5;2;5;6;2;5;6;6;1;6;1;5;6;1;3;1;3
20;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;0;7;2;0;0;0;0;0;5;0;0;7;0;6;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;4;2;1;96;4;96;1;96;96;1;1;6;1;2;5;4;5;5;2;6;2;5;2;3;1;5;1;2;4;6;1
45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;10;2;8;5;8;8;7;8;1;0;10;3;1;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;3;1;1;2;96;1;96;96;1;1;7;97;2;5;1;2;4;2;3;3;6;3;6;3;5;1;5;5;5;1
30;1;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;1;1;1;1;1;1;96;1;96;1;1;1;5;1;4;6;4;4;6;4;6;4;1;1;6;1;6;1;1;1;6;1
24;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;6;6;5;7;5;5;6;5;7;6;4;8;5;8;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;2;2;1;96;1;96;1;1;96;1;1;7;1;3;6;2;5;2;2;5;5;2;2;2;5;5;2;2;2;5;2
26;1;2;1;2;2;2;2;2;1;1;2;2;1;2;2;1;4;5;1;2;1;1;0;8;7;2;2;4;7;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;3;2;1;1;96;1;96;96;1;1;7;3;2;6;1;4;6;1;4;4;6;6;1;6;6;1;1;4;3;1
16;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;6;5;0;0;0;0;8;0;4;0;0;8;0;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;1;1;96;96;96;96;1;1;4;1;4;1;4;6;1;4;5;4;6;5;1;6;6;1;5;3;6;3
46;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;6;6;0;8;0;8;8;6;6;6;3;4;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;2;2;3;4;1;96;1;96;96;1;1;5;1;2;1;3;5;5;2;6;6;6;6;6;5;6;1;5;1;5;1
27;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;0;5;1;0;0;0;0;0;1;0;0;8;1;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;1;2;2;1;96;1;96;1;1;96;1;1;5;1;3;1;6;1;1;1;5;6;5;6;6;5;6;1;5;2;5;1
29;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;96;2;1;1;1;96;96;1;96;1;1;6;3;4;1;3;5;1;1;4;5;5;5;6;3;5;1;2;3;5;1
47;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;0;0;0;0;0;0;0;4;0;8;10;0;0;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;1;96;1;96;1;96;96;1;1;7;3;2;1;6;6;1;1;6;6;6;1;6;1;6;1;6;1;6;1
20;1;1;2;1;1;2;2;1;1;2;1;1;2;2;2;1;5;10;0;3;0;0;8;0;0;0;0;10;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;96;1;1;96;96;96;96;96;96;1;1;4;1;6;2;5;5;5;4;4;5;5;5;5;2;6;1;5;2;5;4
16;2;2;2;2;2;1;1;1;1;2;1;2;2;1;2;1;7;10;2;6;3;5;10;8;4;7;5;10;4;10;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;1;1;96;1;96;1;1;1;4;99;4;2;1;6;2;6;6;6;6;6;6;2;4;1;2;4;1;4
27;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;5;0;5;2;0;2;5;0;2;2;8;5;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;2;2;1;1;2;96;96;96;1;1;1;5;1;3;2;2;5;3;4;5;5;4;4;4;4;5;2;6;4;4;4
19;2;2;1;1;2;2;2;1;1;2;2;2;1;1;1;2;3;5;5;0;0;0;5;5;0;2;2;6;7;6;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;1;3;1;1;96;96;1;96;96;1;1;5;1;3;2;4;4;1;1;4;4;5;1;4;4;4;1;5;3;4;1
27;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;7;6;6;1;0;3;0;0;4;0;3;6;8;4;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;1;1;1;96;96;1;1;5;1;4;2;1;5;2;5;6;6;6;6;6;5;6;1;5;2;5;5
33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;10;7;10;1;7;3;5;1;1;1;10;9;10;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;2;1;96;1;96;96;1;96;1;1;5;1;4;2;5;2;2;2;5;5;5;5;5;5;5;2;5;2;5;2
44;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;10;10;0;10;10;10;9;10;8;9;0;10;5;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;1;3;2;1;1;2;96;1;96;96;1;1;6;3;2;2;2;5;1;2;5;5;5;5;2;5;5;2;4;5;5;2
32;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;6;10;0;0;0;0;0;0;5;0;0;5;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;96;2;96;1;96;1;1;1;7;1;2;2;2;6;6;1;6;6;5;5;6;1;6;1;6;4;6;6
22;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;6;4;6;2;6;7;5;8;6;8;7;7;6;5;5;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;96;1;2;2;1;1;1;96;1;1;96;1;1;5;97;3;3;4;3;4;2;3;3;3;3;3;5;4;5;4;3;6;3
30;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;8;7;6;6;4;7;6;6;7;8;5;7;3;7;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;96;1;1;1;96;96;96;96;96;1;1;5;1;5;3;4;2;3;3;4;4;4;5;4;5;5;4;3;3;4;2
43;1;1;1;2;1;2;2;2;2;1;1;1;1;2;1;2;8;8;2;8;2;1;3;8;8;9;9;10;3;4;7;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;96;96;1;1;1;1;96;96;96;1;1;96;1;1;5;1;5;3;2;4;4;5;4;5;5;4;5;4;5;2;5;3;4;3
42;2;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;7;7;9;8;6;8;8;9;8;7;8;8;8;8;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;1;1;1;1;96;96;1;1;7;2;4;3;3;6;3;3;3;4;4;3;4;3;4;3;6;2;3;3
52;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;6;3;2;8;2;3;7;2;3;8;3;2;0;10;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;96;96;1;1;96;96;96;96;96;96;1;1;7;1;5;3;2;5;4;2;4;4;5;5;3;5;3;2;5;3;4;2
42;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;5;5;0;1;1;1;0;1;8;4;2;1;1;9;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;96;1;1;96;96;96;96;96;96;2;2;2;1;6;4;2;4;3;3;6;2;4;2;4;3;5;3;4;4;4;3
42;2;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;4;6;4;2;4;3;4;4;4;5;3;4;5;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;1;1;1;96;1;1;96;1;96;1;2;3;1;5;4;3;4;4;2; ;3;5;4;2;4;5;1;4;4;2;3
16;1;2;1;2;1;1;1;2;2;2;2;2;1;1;1;1;4;8;1;5;5;5;1;0;5;0;0;8;5;1;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;1;2;96;1;96;1;1;1;4;1;3;4;4;5;3;3;5;6;6;3;5;1;6;1;4;2;3;4
55;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;1;3;0;0;0;0;0;0;3;4;0;0;0;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;2;2;2;1;96;1;96;1;1;1;1;1;5;2;3;4;1;6;1;4;6;1;2;2;2;4;6;1;2;4;5;4
33;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;5;5;3;0;8;0;9;5;3;0;5;4;8;9;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;96;1;1;1;1;1;1;96;96;1;96;1;2;6;1;4;4;2;5;2;2;6;4;5;2;6;2;4;1;2;2;5;1
44;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;96;2;1;96;1;96;1;1;96;1;1;6;4;3;4;4;3;5;3;3;3;4;2;4;3;4;1;4;3;3;1
37;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;6;3;2;2;0;0;3;2;2;2;5;0;2;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;1;96;1;1;1;1;96;1;96;96;1;1;7;2;4;4;2;6;3;2;6;2;6;5;6;1;6;1;5;2;4;3
44;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;1;96;2;1;96;1;96;1;1;96;2;1;7;1;4;4;1;4;1;4;5;4;5;5;5;4;6;1;4;3;5;1
35;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;2;1;1;3;96;1;96;96;1;1;7;1;2;4;2;4;4;3;4;2;5;2;4;3;5;1;4;4;5;2
59;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;6;4;5;5;6;3;4;4;4;4;6;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;2;1;1;1;4;96;1;96;96;1;1;7;2;2;4;4;4;5;1;6;5;6;3;5;3;6;1;6;1;6;1
39;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;9;7;1;0;1;5;1;5;5;4;1;8;9;3;9;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;96;96;1;2;1;2;1;96;1;2;96;1;1;8;2;3;4;2;5;2;4;5;4;5;5;5;3;2;1;2;2;5;2
53;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;7;7;6;0;1;5;7;6;6;0;0;2;0;4;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;96;96;96;96;1;96;96;96;96;96;96;96;96;1;2;1;6;5;4;2;2;5;4;6;5;2;5;4;5;4;4;1;4;1
64;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;6;10;3;6;3;0;5;6;7;8;7;10;5;6;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;96;1;1;96;96;96;96;96;96;1;1;2;1;6;5;4;1;4;3;6;6;6;6;4;6;6;1;6;1;5;1
20;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;6;4;3;2;2;5;2;8;5;2;4;2;6;10;2;1;2;2;2;2;2;2;2;2;1;2;1;1;3;96;96;1;1;1;1;1;96;96;1;96;96;2;1;4;1;6;5;2;4;3;3;6;3;5;3;4;3;3;1;3;3;5;1
16;1;1;1;2;1;1;1;1;1;2;2;2;1;1;1;2;7;6;0;2;2;2;6;5;3;5;3;8;5;5;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;96;2;2;1;96;2;96;1;1;96;1;1;4;97;3;5;2;2;2;3;4;5;5;5;2;5;6;1;2;5;2;1
52;1;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;5;1;1;1;1;6;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;96;96;1;96;96;1;2;1;97;5;6;1;6;1;1;1;1;6;1;6;1;6;1;6;1;6;1
16;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;2;1;0;2;0;6;2;5;0;3;0;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;96;1;1;96;96;96;1;96;96;98;1;4;1;6;6;1;1;2;2;5;6;6;4;6;4;6;1;6;3;4;1
17;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;5;0;0;5;0;0;0;3;5;0;5;6;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;96;96;96;1;2;1;96;96;96;96;96;96;1;1;4;1;6;6;3;1;1;1;6;4;6;3;6;1;4;1;4;4;4;3
16;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;3;10;10;10;0;0;0;0;10;10;10;10;0;10;10;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;96;96;96;3;2;1;1;1;96;1;96;96;1;1;4;99;3;6;6;1;6;1;4;6;6;6;6;1;1;1;1;1;6;6
30;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;5;5;4;4;2;2;0;5;5;5;4;6;5;5;6;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;96;1;1;1;1;1;4;96;96;96;96;1;1;6;2;3;6;4;6;1;1;4;4;4;6;3;1;4;1;6;1;6;3
32;2;1;1;2;1;2;1;1;1;2;2;2;1;2;1;2;7;0;10;10;0;10;7;0;10;8;3;7;0;10;5;2;2;2;2;2;2;2;2;1;2;2;2;2;1;3;96;96;1;1;1;96;96;1;96;1;96;96;1;1;5;1;5;1;2;5;2;2;5;2;5;4;5;2;5;1;4;5;5;4
35;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;4;8;0;0;4;0;3;4;3;4;0;3;0;0;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;96;96;96;1;1;1;96;96;96;96;96;96;2;1;5;1;6;1;3;6;3;2;4; ;5;3;6;3;6;1;1;1;4;3
24;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;8;1;2;8;6;1;2;10;5;8;5;8;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;96;2;3;1;1;1;96;96;1;2;1;2;1;5;1;3;1;5;2;2;2;2;2;2;5;5;2;2;5;2;5;2;2
35;1;1;1;2;1;2;2;2;1;2;1;1;1;1;1;2;10;10;4;10;0;5;5;10;10;10;5;10;1;10;10;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;96;1;4;2;1;1;3;1;2;96;96;1;1;6;3;1;1;6;4;6;2;6;6;6;4;4;2;6;1;6;3;5;6
32;1;1;1;1;1;2;1;1;2;2;1;1;2;2;1;2;5;5;3;2;5;2;4;5;0;2;5;5;4;5;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;96;96;96;96;1;1;96;96;96;96;96;96;1;2;2;1;6;2;3;4;4;2;5;5;5;5;5;2;4;2;3;4;5;1
46;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;6;4;5;3;0;4;0;6;3;5;3;6;3;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;96;96;96;1;96;1;1;4;1;5;2;5;5;3;5;5;4;3;6;3;2;6;1;5;3;5;2
18;2;2;1;2;1;1;1;2;1;2;2;2;1;2;2;1;2;8;4;10;5;5;0;0;5;0;0;10;0;10;8;2;1;1;2;2;2;1;1;2;2;1;1;1;1;3;96;96;1;1;1;1;96;96;96;96;96;96;1;1;4;1;6;2;1;5;1;5;2;6;3;4;5;2;3;1;5;5;5;5
23;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;7;7;9;8;9;9;4;9;8;4;7;9;6;9;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;2;1;1;1;1;96;96;96;96;1;1;5;1;4;2;5;2;2;3;5;5;5;4;2;5;5;5;5;4;5;4
37;2;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;5;9;8;0;2;2;1;8;6;4;8;8;8;10;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;1;2;1;1;2;96;96;1;96;1;1;5;1;3;2;5;5;5;1;4;2;5;2;3;3;6;1;2;2;4;1
21;2;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;10;10;10;10;10;10;10;10;10;5;0;10;6;7;10;2;1;2;2;2;2;2;2;2;2;2;2;2;1;3;1;96;1;1;1;1;96;1;96;96;96;1;1;1;5;1;4;2;3;5;2;3;2;2;5;5;4;2;5;1;5;4;5;1
32;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;0;0;0;0;0;0;7;0;0;0;0;8;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;96;2;1;1;1;96;1;1;96;1;1;5;2;3;2;4;3;2;4;4;2;4;4;5;2;4;1;3;4;5;3
51;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;96;3;1;1;2;96;1;96;96;1;1;7;1;2;2;2;5;2;1;5;4;2;2;5;2;2;1;5;4;5;3
33;2;1;1;2;2;2;2;1;2;2;2;2;1;1;2;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;1;1;96;4;2;1;4;96;2;96;96;1;1;7;97;1;2;5;3;1;2;5;3;5;3;2;4;6;1;4;4;4;4
17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;5;4;5;5;4;4;4;4;10;4;4;8;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;1;1;1;1;96;96;96;96;96;1;1;4;1;6;3;3;3;3;3;3;3;6;4;4;3;4;3;4;4;4;3
17;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;6;7;2;6;5;4;6;5;5;5;4;9;5;5;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;3;2;1;1;3;96;1;96;96;1;1;5;1;3;3;3;5;1;4;6;4;5;1;2;2;5;2;6;5;4;1
29;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;5;5;0;0;0;0;0;5;7;6;8;2;8;7;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;4;1;1;1;96;96;96;96;1;1;7;2;3;3;5;5;1;5;4;4;5;2;5;1;6;1;5;1;5;1
16;2;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;0;5;6;10;0;0;5;0;10;10;3;0;10;5;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;96;96;96;1;1;1;96;96;96;96;96;96;2;2;4;1;6;4;4;4;1;2;5;5;6;1;3;4;6;4;5;1;5;1
51;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;10;5;7;10;0;4;7;9;7;7;2;8;4;7;4;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;96;96;96;1;1;1;96;96;96;96;96;96;1;1;4;1;6;4;3;5;1;4;4;4;6;4;1;4;6;1;3;3;3;1
39;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;10;8;8;10;10;8;10;8;8;8;8;10;8;7;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;96;96;96;96;96;1;1;5;1;6;4;3;3;4;3;4;4;3;3;4;3;4;1;3;3;4;3
